user_id,first_name,last_name,full_name,email,location,industry,job_title,company,bio,skills,connections,experience_years,education,profile_views,posts_count,followers,following,created_date,last_active,verified,premium
ln_0055,Lee,Charles,Lee Charles,lee.charles@salesforce.com,"Los Angeles, CA",Marketing,Growth Hacker,Salesforce,Growth Hacker | Salesforce | Expert in digital marketing | Los Angeles based,"Digital Marketing, SEO, Content Marketing, Copywriting, Facebook Ads, Google Analytics",162,17,"Mccullough, Hunter and Estrada University - BS Marketing",3558,690,2729,253,2019-09-19,2025-06-05,False,False
ln_0056,Angela,Lee,Angela Lee,angela.lee@clevelandclinic.com,"Boston, MA",Healthcare,Pharmacist,Cleveland Clinic,Experienced Pharmacist with 20 years in Healthcare. Passionate about emr systems and clinical trials.,"EMR Systems, Clinical Trials, Medical Research, Healthcare Management, Patient Care",1061,20,"Bentley, Byrd and Orr University - MS Healthcare",2063,784,1680,988,2021-09-28,2025-06-03,False,False
ln_0057,Amy,Smith,Amy Smith,amy.smith@amazon.com,"New York, NY",Technology,DevOps Engineer,Amazon,Senior DevOps Engineer helping companies grow through python and docker. 10 years in Technology.,"Python, Docker, Agile",1635,10,Clark-Floyd University - PhD Technology,1392,270,8902,943,2021-09-05,2025-06-03,False,False
ln_0058,Scott,Lowe,Scott Lowe,scott.lowe@goldmansachs.com,Singapore,Finance,Investment Banker,Goldman Sachs,Investment Banker | Goldman Sachs | Expert in risk management | Singapore based,"Risk Management, VBA, Python, Excel, SQL, Tableau",1145,9,"Kennedy, Santana and Flynn University - MBA Finance",7563,496,14965,689,2018-08-15,2025-06-01,False,True
ln_0059,Zachary,Schultz,Zachary Schultz,zachary.schultz@adobe.com,"Chicago, IL",Marketing,Brand Manager,Adobe,Experienced Brand Manager with 16 years in Marketing. Passionate about copywriting and content marketing.,"Copywriting, Content Marketing, Google Analytics, SEO, Digital Marketing, Facebook Ads",1071,16,Davis-Crane University - PhD Marketing,4885,387,9617,705,2019-01-29,2025-06-03,False,True
ln_0060,Lindsay,Hernandez,Lindsay Hernandez,lindsay.hernandez@proctergamble.com,"Miami, FL",Marketing,Brand Manager,Procter & Gamble,Senior Brand Manager helping companies grow through facebook ads and google analytics. 8 years in Marketing.,"Facebook Ads, Google Analytics, Content Marketing",997,8,Sanchez Group University - BS Marketing,5286,276,11304,1647,2021-09-17,2025-06-06,False,False
ln_0061,Stanley,Mercado,Stanley Mercado,stanley.mercado@goldmansachs.com,"New York, NY",Finance,VP Finance,Goldman Sachs,Senior VP Finance helping companies grow through vba and financial modeling. 3 years in Finance.,"VBA, Financial Modeling, Python, Bloomberg, Excel",1438,3,"Lee, Horton and Snyder University - PhD Finance",1638,225,2365,1710,2019-02-21,2025-06-05,False,False
ln_0062,Adam,Potter,Adam Potter,adam.potter@baincompany.com,"Boston, MA",Consulting,Principal,Bain & Company,Principal at Bain & Company | 3+ years experience | Specializing in excel,"Excel, PowerPoint, Project Management, Strategy, Business Analysis",1024,3,Osborne and Sons University - PhD Consulting,7128,590,6192,284,2018-08-31,2025-06-07,False,True
ln_0063,April,Williams,April Williams,april.williams@deloitte.com,"Chicago, IL",Consulting,Management Consultant,Deloitte,Experienced Management Consultant with 16 years in Consulting. Passionate about project management and excel.,"Project Management, Excel, PowerPoint, Strategy, Client Management",2637,16,Lowery Inc University - MS Consulting,7697,644,3826,1426,2020-08-17,2025-06-06,True,False
ln_0064,Elizabeth,Travis,Elizabeth Travis,elizabeth.travis@clevelandclinic.com,"Boston, MA",Healthcare,Medical Director,Cleveland Clinic,Experienced Medical Director with 4 years in Healthcare. Passionate about patient care and emr systems.,"Patient Care, EMR Systems, Medical Research, Healthcare Management",1061,4,"Stewart, Fischer and Ramos University - BS Healthcare",3383,484,6278,1473,2023-02-20,2025-06-07,False,False
ln_0065,Ronald,Meadows,Ronald Meadows,ronald.meadows@pwc.com,"Boston, MA",Consulting,Senior Consultant,PwC,Senior Senior Consultant helping companies grow through client management and strategy. 2 years in Consulting.,"Client Management, Strategy, Excel, PowerPoint, Business Analysis, Project Management",989,2,Merritt-Manning University - PhD Consulting,3842,261,14215,842,2020-10-03,2025-06-02,True,False
ln_0066,John,Walsh,John Walsh,john.walsh@mckinseycompany.com,"San Francisco, CA",Consulting,Business Analyst,McKinsey & Company,Experienced Business Analyst with 20 years in Consulting. Passionate about business analysis and strategy.,"Business Analysis, Strategy, Excel, Project Management, PowerPoint",307,20,"Washington, Allen and Gonzales University - MS Consulting",2195,148,13093,1256,2022-06-05,2025-06-02,False,False
ln_0067,Matthew,Orozco,Matthew Orozco,matthew.orozco@pwc.com,"Boston, MA",Consulting,Strategy Consultant,PwC,Strategy Consultant at PwC | 5+ years experience | Specializing in powerpoint,"PowerPoint, Business Analysis, Strategy, Project Management",2312,5,Taylor and Sons University - MS Consulting,6741,198,2001,1453,2020-02-12,2025-06-02,False,True
ln_0068,Jason,Perry,Jason Perry,jason.perry@massgeneral.com,"Baltimore, MD",Healthcare,Nurse,Mass General,Nurse | Mass General | Expert in medical research | Baltimore based,"Medical Research, Healthcare Management, Patient Care",2254,5,Daniels-Perry University - MBA Healthcare,6308,85,8002,1018,2018-11-18,2025-06-03,False,False
ln_0069,Rebecca,Silva,Rebecca Silva,rebecca.silva@spotify.com,"Seattle, WA",Technology,DevOps Engineer,Spotify,Experienced DevOps Engineer with 1 years in Technology. Passionate about git and machine learning.,"Git, Machine Learning, SQL",2061,1,"Smith, Gilmore and Johnston University - PhD Technology",3692,722,1968,1104,2020-10-09,2025-06-07,False,False
ln_0070,Kenneth,Price,Kenneth Price,kenneth.price@techcorp.com,"Seattle, WA",Technology,Product Manager,TechCorp,Senior Product Manager helping companies grow through react and machine learning. 13 years in Technology.,"React, Machine Learning, Docker",1958,13,Medina-Navarro University - PhD Technology,1012,738,2074,1846,2023-01-12,2025-06-07,False,False
ln_0071,Tracy,Nelson,Tracy Nelson,tracy.nelson@deloitte.com,"San Francisco, CA",Consulting,Strategy Consultant,Deloitte,Experienced Strategy Consultant with 14 years in Consulting. Passionate about excel and powerpoint.,"Excel, PowerPoint, Client Management, Business Analysis",1380,14,Johnson-Rogers University - PhD Consulting,2760,701,4376,866,2022-03-09,2025-06-03,False,False
ln_0072,Frederick,Mcdonald,Frederick Mcdonald,frederick.mcdonald@proctergamble.com,"New York, NY",Marketing,Marketing Manager,Procter & Gamble,Experienced Marketing Manager with 5 years in Marketing. Passionate about google analytics and digital marketing.,"Google Analytics, Digital Marketing, Content Marketing",2502,5,Hooper PLC University - MS Marketing,5688,145,6930,824,2017-08-15,2025-06-03,False,False
ln_0073,Anne,Johnson,Anne Johnson,anne.johnson@proctergamble.com,"Chicago, IL",Marketing,Growth Hacker,Procter & Gamble,Experienced Growth Hacker with 8 years in Marketing. Passionate about content marketing and digital marketing.,"Content Marketing, Digital Marketing, SEO, Facebook Ads, Google Analytics",1534,8,"Patterson, Camacho and White University - MS Marketing",1141,800,4764,1275,2019-04-03,2025-06-03,False,False
ln_0074,Shawn,Rogers,Shawn Rogers,shawn.rogers@pwc.com,"Washington, DC",Consulting,Principal,PwC,Senior Principal helping companies grow through project management and powerpoint. 6 years in Consulting.,"Project Management, PowerPoint, Strategy",2978,6,Ramirez-Bean University - MS Consulting,7749,367,5951,112,2020-05-20,2025-06-06,False,True
ln_0075,Thomas,Curry,Thomas Curry,thomas.curry@unilever.com,"New York, NY",Marketing,Marketing Manager,Unilever,Marketing Manager | Unilever | Expert in copywriting | New York based,"Copywriting, Facebook Ads, SEO",1958,13,Cooke LLC University - MS Marketing,1489,398,5305,1577,2019-01-02,2025-06-01,False,False
ln_0076,Susan,Williams,Susan Williams,susan.williams@mckinseycompany.com,"Boston, MA",Consulting,Management Consultant,McKinsey & Company,Management Consultant | McKinsey & Company | Expert in project management | Boston based,"Project Management, Strategy, Client Management, Business Analysis",2089,15,Herring and Sons University - PhD Consulting,3592,299,3731,1646,2023-04-23,2025-06-05,False,False
ln_0077,John,Wells,John Wells,john.wells@techcorp.com,"Austin, TX",Technology,Product Manager,TechCorp,Product Manager at TechCorp | 1+ years experience | Specializing in python,"Python, AWS, Kubernetes, Machine Learning, Agile",1334,1,Elliott and Sons University - BS Technology,6486,160,12720,623,2020-09-08,2025-06-02,False,True
