user_id,username,display_name,first_name,last_name,bio,location,website,content_type,followers,following,posts_count,stories_count,reels_count,avg_likes,avg_comments,engagement_rate,verified,private,business_account,created_date,last_post_date,profile_pic_url,is_match
ig_0001,danielle_johnson,Danielle Johnson,Danielle,Johnson,✨ technology enthusiast | Seattle based | Living my best life,"Seattle, Hungary",,Technology,31353,1343,1773,31,68,930,124,2.97,False,True,False,2022-05-01,2025-05-31,https://example.com/profile_1.jpg,True
ig_0012,stephen_baker,Stephen Baker,Stephen,Baker,📍 San Francisco | technology lover | Sharing my journey,"San Francisco, Liechtenstein",,Technology,45546,1111,1295,1,8,3295,336,7.23,False,True,True,2018-08-21,2025-05-29,https://example.com/profile_12.jpg,True
ig_0013,rachael_ross,Rachael Ross,Rachael,Ross,📍 New York | business lover | Sharing my journey,"New York, Fiji",,Business,13883,714,237,20,54,422,44,3.04,False,False,False,2015-12-08,2025-05-28,https://example.com/profile_13.jpg,True
ig_0014,brandonrodriguez32,Brandon Rodriguez,Brandon,Rodriguez,📍 San Francisco | technology lover | Sharing my journey,"San Francisco, Norway",,Technology,12062,2681,559,200,61,460,49,3.81,False,False,False,2019-03-21,2025-06-05,https://example.com/profile_14.jpg,True
ig_0015,taylorking22,Taylor King,Taylor,King,📍 Austin | technology lover | Sharing my journey,"Austin, Belgium",https://west.com/,Technology,29426,1931,1084,123,2,1664,155,5.65,False,False,True,2025-03-28,2025-06-04,https://example.com/profile_15.jpg,True
ig_0016,josephd,Joseph Davidson,Joseph,Davidson,💫 business | Washington vibes | Creating content daily,"Washington, Andorra",,Business,35705,825,1182,72,48,2270,171,6.36,False,False,False,2016-06-16,2025-05-30,https://example.com/profile_16.jpg,True
ig_0017,nancybaker92,Nancy Baker,Nancy,Baker,🌟 Chicago | Passionate about business | DM for collabs,"Chicago, Moldova",,Business,13326,833,1926,106,50,418,21,3.14,False,False,False,2020-12-03,2025-06-05,https://example.com/profile_17.jpg,True
ig_0018,williamg,William Gonzalez,William,Gonzalez,💫 business | Washington vibes | Creating content daily,"Washington, Somalia",https://www.powers.com/,Business,5168,1874,1862,41,24,115,16,2.23,False,False,False,2023-08-07,2025-06-05,https://example.com/profile_18.jpg,True
ig_0019,aaron.nguyen,Aaron Nguyen,Aaron,Nguyen,💫 business | Washington vibes | Creating content daily,"Washington, Greenland",https://chavez.com/,Business,33897,2201,1350,188,31,2078,248,6.13,False,True,False,2018-11-05,2025-06-05,https://example.com/profile_19.jpg,True
ig_0020,kylebrown,Kyle Brown,Kyle,Brown,📍 Baltimore | lifestyle lover | Sharing my journey,"Baltimore, South Georgia and the South Sandwich Islands",,Lifestyle,46209,2926,1371,154,74,1334,147,2.89,False,False,True,2018-05-09,2025-06-01,https://example.com/profile_20.jpg,True
ig_0021,katieanderson,Katie Anderson,Katie,Anderson,✨ business enthusiast | New York based | Living my best life,"New York, Reunion",,Business,42731,1774,864,48,54,2664,392,6.23,False,False,False,2016-06-30,2025-06-06,https://example.com/profile_21.jpg,True
ig_0022,tamarah,Tamara Hickman,Tamara,Hickman,✨ technology enthusiast | Seattle based | Living my best life,"Seattle, Lithuania",,Technology,43654,1767,1250,146,99,1679,153,3.85,False,False,False,2016-11-01,2025-06-04,https://example.com/profile_22.jpg,True
ig_0023,rachelhayes27,Rachel Hayes,Rachel,Hayes,✨ lifestyle enthusiast | Baltimore based | Living my best life,"Baltimore, Saint Helena",,Lifestyle,46310,1461,63,198,89,3668,482,7.92,False,False,False,2019-07-11,2025-05-28,https://example.com/profile_23.jpg,True
ig_0024,brianna_smith,Brianna Smith,Brianna,Smith,📍 Baltimore | lifestyle lover | Sharing my journey,"Baltimore, Congo",,Lifestyle,12060,1734,431,28,57,750,52,6.22,False,True,True,2017-04-22,2025-06-07,https://example.com/profile_24.jpg,True
ig_0025,john_caldwell,John Caldwell,John,Caldwell,✨ business enthusiast | Washington based | Living my best life,"Washington, India",http://love.biz/,Business,13075,1262,1897,42,10,945,88,7.23,False,False,False,2015-11-24,2025-06-02,https://example.com/profile_25.jpg,True
ig_0026,thomasmueller,Thomas Mueller,Thomas,Mueller,✨ lifestyle enthusiast | Cleveland based | Living my best life,"Cleveland, Peru",,Lifestyle,38880,1161,1028,192,0,1909,240,4.91,False,False,True,2021-04-27,2025-06-04,https://example.com/profile_26.jpg,True
ig_0027,stuartd,Stuart Daniel,Stuart,Daniel,🌟 Los Angeles | Passionate about lifestyle | DM for collabs,"Los Angeles, Korea",https://www.smith-fitzgerald.net/,Lifestyle,975,1738,1284,121,96,49,7,5.03,False,False,False,2024-10-13,2025-06-05,https://example.com/profile_27.jpg,True
ig_0028,daniel.lee,Daniel Lee,Daniel,Lee,🌟 London | Passionate about business | DM for collabs,"London, Liberia",http://www.ochoa.org/,Business,16202,1679,1412,25,0,711,78,4.39,False,False,False,2024-04-04,2025-06-01,https://example.com/profile_28.jpg,True
ig_0029,scottcallahan,Scott Callahan,Scott,Callahan,📍 Seattle | technology lover | Sharing my journey,"Seattle, Hungary",,Technology,39946,703,1829,158,87,2070,300,5.18,False,False,False,2019-08-14,2025-06-02,https://example.com/profile_29.jpg,True
ig_0030,karenyoung,Karen Young,Karen,Young,🌟 Miami | Passionate about business | DM for collabs,"Miami, Puerto Rico",,Business,42316,1519,84,59,77,2455,337,5.8,False,False,False,2023-01-21,2025-05-28,https://example.com/profile_30.jpg,True
ig_0031,nicholasgalloway45,Nicholas Galloway,Nicholas,Galloway,💫 lifestyle | Baltimore vibes | Creating content daily,"Baltimore, Guam",,Lifestyle,31703,2896,1805,49,91,1964,117,6.19,False,False,False,2025-02-19,2025-05-31,https://example.com/profile_31.jpg,True
ig_0032,jessical,Jessica Logan,Jessica,Logan,💫 business | Singapore vibes | Creating content daily,"Singapore, Burkina Faso",,Business,2580,723,1069,114,14,174,13,6.74,False,False,True,2016-10-24,2025-06-02,https://example.com/profile_32.jpg,True
ig_0033,amyadkins,Amy Adkins,Amy,Adkins,🌟 Atlanta | Passionate about business | DM for collabs,"Atlanta, Turks and Caicos Islands",https://doyle.com/,Business,7412,1981,1515,196,35,161,23,2.17,False,True,False,2021-09-03,2025-05-29,https://example.com/profile_33.jpg,True
ig_0034,ericyu,Eric Yu,Eric,Yu,✨ business enthusiast | Atlanta based | Living my best life,"Atlanta, Guatemala",http://www.daniels.com/,Business,44112,756,1939,85,28,2297,281,5.21,False,False,False,2021-01-20,2025-06-02,https://example.com/profile_34.jpg,True
ig_0035,joe.wilson,Joe Wilson,Joe,Wilson,💫 technology | Boston vibes | Creating content daily,"Boston, Western Sahara",https://stokes-mills.com/,Technology,25207,1763,1389,57,33,1475,156,5.85,False,True,True,2019-03-29,2025-05-25,https://example.com/profile_35.jpg,True
ig_0036,alexandrad,Alexandra Donovan,Alexandra,Donovan,💫 technology | Austin vibes | Creating content daily,"Austin, Azerbaijan",,Technology,12831,675,1223,0,39,539,72,4.2,False,False,False,2017-06-07,2025-06-04,https://example.com/profile_36.jpg,True
ig_0037,emily.evans,Emily Evans,Emily,Evans,📍 London | business lover | Sharing my journey,"London, Central African Republic",,Business,24422,2982,1962,2,68,1655,168,6.78,False,False,False,2025-04-07,2025-06-03,https://example.com/profile_37.jpg,True
ig_0038,anna_garcia,Anna Garcia,Anna,Garcia,✨ lifestyle enthusiast | Cleveland based | Living my best life,"Cleveland, Cameroon",,Lifestyle,33257,2985,983,79,64,959,75,2.88,False,True,False,2023-10-29,2025-06-03,https://example.com/profile_38.jpg,True
ig_0039,mikem,Mike Moore,Mike,Moore,💫 business | Miami vibes | Creating content daily,"Miami, French Polynesia",,Business,31844,2784,1747,85,19,1049,83,3.29,False,True,False,2017-06-22,2025-06-01,https://example.com/profile_39.jpg,True
ig_0040,lisaevans,Lisa Evans,Lisa,Evans,📍 Baltimore | lifestyle lover | Sharing my journey,"Baltimore, Guinea-Bissau",https://www.parrish.net/,Lifestyle,12232,2196,1539,140,50,532,78,4.35,False,False,False,2019-04-28,2025-06-01,https://example.com/profile_40.jpg,True
ig_0041,ericcampbell97,Eric Campbell,Eric,Campbell,📍 Austin | technology lover | Sharing my journey,"Austin, South Africa",https://www.hughes-frye.com/,Technology,26128,494,1131,140,50,1661,129,6.36,False,False,False,2025-02-02,2025-05-25,https://example.com/profile_41.jpg,True
ig_0042,william.king,William King,William,King,💫 business | Singapore vibes | Creating content daily,"Singapore, Samoa",,Business,30484,2881,385,37,26,1665,156,5.46,False,False,False,2017-12-11,2025-06-02,https://example.com/profile_42.jpg,True
ig_0043,matthew.anderson,Matthew Anderson,Matthew,Anderson,📍 New York | business lover | Sharing my journey,"New York, Slovakia (Slovak Republic)",,Business,48076,2557,258,109,86,2918,434,6.07,False,False,True,2024-01-14,2025-05-31,https://example.com/profile_43.jpg,True
ig_0044,daniel_landry,Daniel Landry,Daniel,Landry,📍 Austin | technology lover | Sharing my journey,"Austin, Czech Republic",,Technology,3938,680,1105,103,31,232,25,5.89,True,True,False,2024-07-18,2025-06-03,https://example.com/profile_44.jpg,True
ig_0045,davidp,David Parker,David,Parker,✨ business enthusiast | Miami based | Living my best life,"Miami, Oman",https://www.brandt.com/,Business,11804,2873,1576,166,48,501,59,4.24,False,False,False,2017-04-20,2025-05-27,https://example.com/profile_45.jpg,True
ig_0046,michaelcastro,Michael Castro,Michael,Castro,📍 Atlanta | business lover | Sharing my journey,"Atlanta, Malaysia",,Business,5915,699,1051,146,73,345,48,5.83,False,False,True,2016-08-16,2025-05-25,https://example.com/profile_46.jpg,True
ig_0047,francisco_marsh,Francisco Marsh,Francisco,Marsh,📍 Singapore | business lover | Sharing my journey,"Singapore, Fiji",,Business,25663,2183,1370,16,91,1595,127,6.22,False,False,True,2020-12-30,2025-05-26,https://example.com/profile_47.jpg,True
ig_0048,kimberlyjenkins,Kimberly Jenkins,Kimberly,Jenkins,💫 lifestyle | Cleveland vibes | Creating content daily,"Cleveland, Myanmar",,Lifestyle,26307,2477,1724,149,68,1372,180,5.22,False,False,True,2023-11-22,2025-05-25,https://example.com/profile_48.jpg,True
ig_0049,monica_garrison,Monica Garrison,Monica,Garrison,✨ business enthusiast | Hong Kong based | Living my best life,"Hong Kong, Lao People's Democratic Republic",,Business,43660,680,420,80,15,3131,374,7.17,True,False,False,2022-07-12,2025-05-27,https://example.com/profile_49.jpg,True
ig_0050,monicaw,Monica Walker,Monica,Walker,🌟 Atlanta | Passionate about business | DM for collabs,"Atlanta, Cape Verde",https://www.gilbert.org/,Business,17327,343,223,43,54,1365,137,7.88,False,False,True,2020-12-07,2025-05-26,https://example.com/profile_50.jpg,True
ig_0051,darlener,Darlene Ross,Darlene,Ross,🌟 Miami | Passionate about business | DM for collabs,"Miami, Russian Federation",,Business,19728,2899,1143,90,77,921,99,4.67,False,True,True,2018-08-11,2025-05-28,https://example.com/profile_51.jpg,True
ig_0052,tonya_johnson,Tonya Johnson,Tonya,Johnson,📍 Chicago | business lover | Sharing my journey,"Chicago, Colombia",,Business,2907,970,340,55,75,110,14,3.78,False,True,False,2020-08-21,2025-06-05,https://example.com/profile_52.jpg,True
ig_0053,paulr,Paul Ray,Paul,Ray,💫 business | Atlanta vibes | Creating content daily,"Atlanta, Cayman Islands",,Business,17209,1267,831,65,86,1015,67,5.9,False,False,False,2019-08-04,2025-06-01,https://example.com/profile_53.jpg,True
ig_0054,gloria.bentley,Gloria Bentley,Gloria,Bentley,📍 Miami | business lover | Sharing my journey,"Miami, Bermuda",,Business,41992,2844,444,39,40,2639,280,6.28,False,False,True,2018-12-05,2025-06-06,https://example.com/profile_54.jpg,True
ig_0055,lee_charles,Lee Charles,Lee,Charles,💫 business | Los Angeles vibes | Creating content daily,"Los Angeles, Panama",,Business,5580,1306,305,163,11,289,34,5.18,False,False,False,2018-10-02,2025-05-30,https://example.com/profile_55.jpg,True
ig_0056,angela.lee,Angela Lee,Angela,Lee,✨ lifestyle enthusiast | Boston based | Living my best life,"Boston, Cuba",https://www.caldwell.com/,Lifestyle,1146,601,822,31,22,90,6,7.85,False,False,False,2024-06-23,2025-06-02,https://example.com/profile_56.jpg,True
ig_0057,amysmith,Amy Smith,Amy,Smith,🌟 New York | Passionate about technology | DM for collabs,"New York, Nigeria",,Technology,35165,1629,1484,12,21,1910,149,5.43,False,False,True,2017-11-14,2025-05-25,https://example.com/profile_57.jpg,True
ig_0058,scottl,Scott Lowe,Scott,Lowe,📍 Singapore | business lover | Sharing my journey,"Singapore, Turks and Caicos Islands",,Business,36654,2635,1856,175,65,2601,254,7.1,False,False,True,2018-08-23,2025-06-06,https://example.com/profile_58.jpg,True
ig_0059,zachary.schultz,Zachary Schultz,Zachary,Schultz,💫 business | Chicago vibes | Creating content daily,"Chicago, Western Sahara",http://fernandez-campbell.net/,Business,3964,2818,808,46,56,247,18,6.23,False,False,False,2023-08-27,2025-05-30,https://example.com/profile_59.jpg,True
ig_0060,lindsayhernandez36,Lindsay Hernandez,Lindsay,Hernandez,🌟 Miami | Passionate about business | DM for collabs,"Miami, Spain",,Business,34617,1137,675,80,11,2012,118,5.81,False,True,True,2020-07-08,2025-05-31,https://example.com/profile_60.jpg,True
ig_0061,stanley_mercado,Stanley Mercado,Stanley,Mercado,💫 business | New York vibes | Creating content daily,"New York, French Polynesia",http://miller.net/,Business,38203,435,223,2,54,2468,260,6.46,False,False,True,2020-10-06,2025-06-02,https://example.com/profile_61.jpg,True
ig_0062,adamp,Adam Potter,Adam,Potter,✨ business enthusiast | Boston based | Living my best life,"Boston, Cote d'Ivoire",,Business,45400,2972,1868,190,0,2358,147,5.19,False,False,False,2022-02-19,2025-06-04,https://example.com/profile_62.jpg,True
ig_0063,aprilw,April Williams,April,Williams,📍 Chicago | business lover | Sharing my journey,"Chicago, Tonga",,Business,45331,2695,136,93,17,2558,374,5.64,False,False,False,2022-04-15,2025-06-05,https://example.com/profile_63.jpg,True
ig_0064,elizabeth_travis,Elizabeth Travis,Elizabeth,Travis,✨ lifestyle enthusiast | Boston based | Living my best life,"Boston, Costa Rica",,Lifestyle,24963,663,742,123,37,1868,140,7.48,False,True,False,2020-10-22,2025-06-03,https://example.com/profile_64.jpg,True
ig_0065,ronald_meadows,Ronald Meadows,Ronald,Meadows,💫 business | Boston vibes | Creating content daily,"Boston, Saint Vincent and the Grenadines",https://www.parks.com/,Business,20476,2833,1105,124,7,1423,76,6.95,False,False,False,2016-04-22,2025-05-25,https://example.com/profile_65.jpg,True
ig_0066,johnwalsh,John Walsh,John,Walsh,✨ business enthusiast | San Francisco based | Living my best life,"San Francisco, South Africa",,Business,837,1632,1873,125,25,53,4,6.33,False,False,True,2017-12-13,2025-05-25,https://example.com/profile_66.jpg,True
ig_0067,mattheworozco16,Matthew Orozco,Matthew,Orozco,💫 business | Boston vibes | Creating content daily,"Boston, Swaziland",,Business,952,837,1625,93,54,56,4,5.88,False,False,False,2017-09-16,2025-05-28,https://example.com/profile_67.jpg,True
ig_0068,jasonperry57,Jason Perry,Jason,Perry,📍 Baltimore | lifestyle lover | Sharing my journey,"Baltimore, Iceland",,Lifestyle,11105,772,774,72,5,719,36,6.47,False,False,False,2019-12-11,2025-05-30,https://example.com/profile_68.jpg,True
ig_0069,rebecca_silva,Rebecca Silva,Rebecca,Silva,🌟 Seattle | Passionate about technology | DM for collabs,"Seattle, Germany",,Technology,44160,1015,1992,125,70,2153,250,4.88,False,False,True,2015-08-08,2025-06-03,https://example.com/profile_69.jpg,True
ig_0070,kennethprice97,Kenneth Price,Kenneth,Price,✨ technology enthusiast | Seattle based | Living my best life,"Seattle, Martinique",,Technology,33389,1792,319,88,64,887,53,2.66,True,False,True,2015-06-29,2025-06-04,https://example.com/profile_70.jpg,True
ig_0071,tracynelson44,Tracy Nelson,Tracy,Nelson,✨ business enthusiast | San Francisco based | Living my best life,"San Francisco, Bahrain",http://www.reilly-rodriguez.com/,Business,39630,232,939,63,79,1934,151,4.88,False,False,True,2021-07-01,2025-05-28,https://example.com/profile_71.jpg,True
ig_0072,frederickmcdonald,Frederick Mcdonald,Frederick,Mcdonald,✨ business enthusiast | New York based | Living my best life,"New York, Vanuatu",https://short-johnson.com/,Business,17770,1213,1414,128,78,1230,85,6.92,False,False,False,2020-10-07,2025-05-26,https://example.com/profile_72.jpg,True
ig_0073,anne_johnson,Anne Johnson,Anne,Johnson,📍 Chicago | business lover | Sharing my journey,"Chicago, India",https://www.byrd-sloan.com/,Business,15532,693,320,109,2,684,52,4.4,False,True,True,2025-01-02,2025-05-25,https://example.com/profile_73.jpg,True
ig_0074,shawnr,Shawn Rogers,Shawn,Rogers,✨ business enthusiast | Washington based | Living my best life,"Washington, Tunisia",,Business,20583,2794,523,164,6,685,63,3.33,False,True,False,2020-12-25,2025-05-26,https://example.com/profile_74.jpg,True
ig_0075,thomascurry45,Thomas Curry,Thomas,Curry,✨ business enthusiast | New York based | Living my best life,"New York, Albania",,Business,16685,1510,1883,82,27,381,20,2.28,False,True,False,2021-02-27,2025-05-30,https://example.com/profile_75.jpg,True
ig_0076,susan_williams,Susan Williams,Susan,Williams,✨ business enthusiast | Boston based | Living my best life,"Boston, Mexico",,Business,17032,2212,794,197,16,682,41,4.0,False,False,False,2024-11-25,2025-05-29,https://example.com/profile_76.jpg,True
ig_0077,johnw,John Wells,John,Wells,💫 technology | Austin vibes | Creating content daily,"Austin, San Marino",,Technology,40130,1722,537,27,16,2368,168,5.9,False,False,True,2022-11-05,2025-06-04,https://example.com/profile_77.jpg,True
ig_0078,miguel_obrien,Miguel Obrien,Miguel,Obrien,🌟 Los Angeles | Passionate about business | DM for collabs,"Los Angeles, Croatia",,Business,13143,2025,1945,121,97,340,49,2.59,False,False,True,2019-07-24,2025-06-03,https://example.com/profile_78.jpg,True
ig_0079,sarahjohnston25,Sarah Johnston,Sarah,Johnston,🌟 Los Angeles | Passionate about lifestyle | DM for collabs,"Los Angeles, Malaysia",http://www.walker.com/,Lifestyle,36577,1234,1875,114,80,2656,359,7.26,False,False,True,2016-07-30,2025-06-03,https://example.com/profile_79.jpg,True
ig_0080,courtneyg,Courtney Garcia,Courtney,Garcia,📍 Miami | business lover | Sharing my journey,"Miami, Montenegro",,Business,33521,289,391,144,7,1875,224,5.59,False,False,False,2023-12-15,2025-06-05,https://example.com/profile_80.jpg,True
ig_0081,kimberlyreed51,Kimberly Reed,Kimberly,Reed,💫 lifestyle | Rochester vibes | Creating content daily,"Rochester, Venezuela",https://www.powers-king.com/,Lifestyle,45372,2380,1832,98,71,2305,132,5.08,False,False,False,2022-09-08,2025-05-31,https://example.com/profile_81.jpg,True
ig_0082,roberthenry,Robert Henry,Robert,Henry,💫 business | Miami vibes | Creating content daily,"Miami, Greenland",,Business,10985,2542,496,184,67,609,30,5.54,False,False,False,2019-01-02,2025-06-03,https://example.com/profile_82.jpg,True
ig_0083,ryang,Ryan Gross,Ryan,Gross,✨ business enthusiast | New York based | Living my best life,"New York, Dominica",,Business,8305,900,508,71,17,188,13,2.26,False,False,False,2016-06-07,2025-06-02,https://example.com/profile_83.jpg,True
ig_0084,jessica_adams,Jessica Adams,Jessica,Adams,🌟 San Francisco | Passionate about technology | DM for collabs,"San Francisco, United Arab Emirates",,Technology,35535,675,52,180,70,2093,237,5.89,False,True,False,2017-05-14,2025-05-31,https://example.com/profile_84.jpg,True
ig_0085,karen.hudson,Karen Hudson,Karen,Hudson,🌟 San Francisco | Passionate about technology | DM for collabs,"San Francisco, Greenland",,Technology,4252,2763,1721,4,68,87,7,2.05,False,False,False,2021-08-05,2025-05-29,https://example.com/profile_85.jpg,True
ig_0086,laurenpeterson,Lauren Peterson,Lauren,Peterson,📍 New York | business lover | Sharing my journey,"New York, Myanmar",http://benjamin-jackson.com/,Business,47856,1764,1986,56,41,2834,388,5.92,False,False,False,2017-11-23,2025-05-28,https://example.com/profile_86.jpg,True
ig_0087,jenniferfreeman97,Jennifer Freeman,Jennifer,Freeman,📍 New York | business lover | Sharing my journey,"New York, Saint Vincent and the Grenadines",https://taylor-quinn.info/,Business,10700,2027,524,23,63,682,63,6.37,False,True,False,2020-01-23,2025-05-30,https://example.com/profile_87.jpg,True
ig_0088,andrep,Andre Phillips,Andre,Phillips,📍 New York | business lover | Sharing my journey,"New York, Gambia",https://www.brewer.com/,Business,32646,938,1376,175,77,1205,97,3.69,False,True,False,2024-01-08,2025-05-26,https://example.com/profile_88.jpg,True
ig_0089,alyssacoleman59,Alyssa Coleman,Alyssa,Coleman,✨ business enthusiast | Chicago based | Living my best life,"Chicago, Mauritania",,Business,7068,2357,331,5,14,449,58,6.35,False,False,False,2017-05-25,2025-06-04,https://example.com/profile_89.jpg,True
ig_0090,jennifer_stewart,Jennifer Stewart,Jennifer,Stewart,✨ technology enthusiast | Seattle based | Living my best life,"Seattle, Niue",http://www.atkinson.com/,Technology,16775,542,598,2,13,479,54,2.86,False,False,False,2023-07-23,2025-06-02,https://example.com/profile_90.jpg,True
ig_0091,jenny_bray,Jenny Bray,Jenny,Bray,📍 Los Angeles | business lover | Sharing my journey,"Los Angeles, Seychelles",,Business,9624,2167,1605,122,19,517,48,5.37,False,False,False,2021-05-01,2025-06-06,https://example.com/profile_91.jpg,True
ig_0092,kevinerickson,Kevin Erickson,Kevin,Erickson,💫 business | New York vibes | Creating content daily,"New York, Micronesia",,Business,1889,382,260,57,3,99,5,5.24,False,False,False,2018-01-14,2025-06-06,https://example.com/profile_92.jpg,True
ig_0093,david_oneill,David Oneill,David,Oneill,✨ business enthusiast | New York based | Living my best life,"New York, Mauritius",,Business,45353,1775,1456,28,28,3313,438,7.3,False,False,False,2020-02-26,2025-06-04,https://example.com/profile_93.jpg,True
ig_0094,matthew.sheppard,Matthew Sheppard,Matthew,Sheppard,✨ lifestyle enthusiast | Los Angeles based | Living my best life,"Los Angeles, Haiti",,Lifestyle,8256,1676,1940,45,54,623,36,7.55,False,False,False,2019-05-11,2025-06-06,https://example.com/profile_94.jpg,True
ig_0095,charles.soto,Charles Soto,Charles,Soto,💫 business | New York vibes | Creating content daily,"New York, Namibia",,Business,41444,1375,763,67,91,3005,231,7.25,False,False,False,2022-10-06,2025-05-29,https://example.com/profile_95.jpg,True
ig_0096,john_grant,John Grant,John,Grant,💫 technology | Boston vibes | Creating content daily,"Boston, Kyrgyz Republic",http://shaw-bates.org/,Technology,21488,805,849,28,73,1005,130,4.68,False,False,True,2022-04-10,2025-06-04,https://example.com/profile_96.jpg,True
ig_0097,shannon_ramos,Shannon Ramos,Shannon,Ramos,💫 business | Los Angeles vibes | Creating content daily,"Los Angeles, Burundi",,Business,12419,1777,772,162,42,486,44,3.91,False,False,False,2019-11-23,2025-05-27,https://example.com/profile_97.jpg,True
ig_0098,staceyclark50,Stacey Clark,Stacey,Clark,📍 Cleveland | lifestyle lover | Sharing my journey,"Cleveland, Yemen",,Lifestyle,36501,2236,1153,148,91,1899,196,5.2,False,False,False,2021-02-02,2025-06-06,https://example.com/profile_98.jpg,True
ig_0099,charles_smith,Charles Smith,Charles,Smith,✨ business enthusiast | Singapore based | Living my best life,"Singapore, Cameroon",,Business,46577,557,531,121,17,1942,136,4.17,False,True,False,2022-10-16,2025-05-31,https://example.com/profile_99.jpg,True
ig_0100,justin.heath,Justin Heath,Justin,Heath,💫 business | Hong Kong vibes | Creating content daily,"Hong Kong, Guinea-Bissau",,Business,30672,790,1760,57,7,2183,321,7.12,False,True,False,2015-11-02,2025-06-04,https://example.com/profile_100.jpg,True
ig_0101,donnapeck19,Donna Peck,Donna,Peck,✨ business enthusiast | Los Angeles based | Living my best life,"Los Angeles, Djibouti",,Business,48543,307,1475,18,61,3781,329,7.79,False,False,True,2016-01-23,2025-05-30,https://example.com/profile_101.jpg,True
ig_0102,douglas_brown,Douglas Brown,Douglas,Brown,💫 business | London vibes | Creating content daily,"London, Armenia",,Business,5676,1203,207,46,60,117,15,2.06,False,False,False,2022-02-12,2025-06-01,https://example.com/profile_102.jpg,True
ig_0103,taylortorres39,Taylor Torres,Taylor,Torres,🌟 Atlanta | Passionate about business | DM for collabs,"Atlanta, Somalia",,Business,27469,1581,959,15,82,1837,219,6.69,True,False,False,2019-01-17,2025-05-31,https://example.com/profile_103.jpg,True
ig_0104,billreynolds2,Bill Reynolds,Bill,Reynolds,🌟 New York | Passionate about business | DM for collabs,"New York, Korea",http://www.nguyen.com/,Business,28262,2984,1991,128,39,2050,216,7.25,False,False,True,2023-10-12,2025-05-28,https://example.com/profile_104.jpg,True
ig_0105,michellem,Michelle Matthews,Michelle,Matthews,📍 Chicago | business lover | Sharing my journey,"Chicago, Mayotte",,Business,25243,712,1571,190,71,825,92,3.27,False,True,False,2021-02-18,2025-05-30,https://example.com/profile_105.jpg,True
